R36 0.3306 0.2673
R36 0.3847 0.1523
R36 0.4815 0.0178
R37 0.1516 0.7047
R37 0.1365 0.6551
R37 0.1799 0.3908
R37 0.2791 0.2148
R37 0.3166 0.0073
R37 0.4832 0.0306
R38 0.1942 0.9193
R38 0.1971 0.9028
R38 0.2265 0.5021
R38 0.2634 0.2530
R38 0.4056 -0.0545
R38 0.4845 0.0192
R39 0.4613 -0.0284
R39 0.5066 0.2780
R39 0.5985 0.3570
R39 0.9505 0.7682
R39 0.9228 0.7766
R39 0.9704 0.8897
R40 0.9867 0.0478
R40 0.9600 0.0406
R40 0.8775 0.0125
R40 0.8566 0.0366
R40 0.7878 0.0143
R40 0.7682 0.0077
R41 0.1998 0.9300
R41 0.2317 0.8383
R41 0.3898 0.5628
R41 0.5688 0.3439
R41 0.7432 0.1067
R41 0.7197 0.0128
R42 0.2259 0.0209
R42 0.2625 0.0895
R42 0.4495 0.4318
R42 0.8199 0.6326
R42 0.9143 0.8559
R42 0.9538 0.9255
R43 0.2255 0.0193
R43 0.2639 0.0945
R43 0.4462 0.4221
R43 0.8272 0.6492
R43 0.8892 0.8181
R43 0.9754 0.9439
R44 0.8664 0.0082
R44 0.7564 0.0755
R44 0.4481 0.2861
R44 0.6070 1.0156
R44 0.1925 0.8425
R44 0.1700 0.8517
R45 0.1434 0.7102
R45 0.1456 0.6371
R45 0.1419 0.4738
R45 0.0977 0.2501
R45 0.0677 0.0945
R45 0.0594 0.0141
R46 0.1898 0.9288
R46 0.2383 0.7986
R46 0.4437 0.4673
R46 0.6915 0.2574
R46 0.8400 -0.0423
R46 0.9727 0.0169
R47 0.1794 0.9336
R47 0.1861 0.8118
R47 0.2002 0.5757
R47 0.3083 0.2540
R47 0.3678 0.0248
R47 0.4860 0.0136
R48 0.4527 0.0084
R48 0.3754 0.0164
R48 0.2722 0.1696
R48 0.2117 0.3669
R48 0.1515 0.7314
R48 0.1765 0.9188
R49 0.4358 0.0400
R49 0.3714 0.1135
R49 0.2295 0.2662
R49 0.1630 0.6316
R49 0.1894 0.8081
R49 0.1742 0.9168
R50 0.1965 0.9362
R50 0.2378 0.7910
R50 0.4018 0.5344
R50 0.6990 0.1305
R50 0.9249 -0.0032
R50 0.9296 0.0495
R51 0.3621 0.0144
R51 0.3568 0.0111
R51 0.5648 0.1055
R51 0.7261 0.1150
R51 0.7902 0.0355
R51 0.8458 0.0190
R52 0.4727 0.0001
R52 0.4519 0.1193
R52 0.6523 0.0969
R52 0.8006 0.1313
R52 0.9365 0.0846
R52 0.9927 0.0520
R53 0.1912 0.9290
R53 0.1983 0.8807
R53 0.2561 0.6222
R53 0.3447 0.3335
R53 0.4357 0.0939
R53 0.4761 0.0112
R54 0.1939 0.9318
R54 0.2222 0.7865
R54 0.2562 0.6172
R54 0.3477 0.3318
R54 0.4333 0.0962
R54 0.4769 0.0103
R55 0.1793 0.9278
R55 0.2235 0.7702
R55 0.2357 0.5869
R55 0.3157 0.3006
R55 0.4101 0.0790
R55 0.4714 0.0251
R56 0.9567 0.9284
R56 0.9012 0.8223
R56 0.6274 0.7722
R56 0.4261 0.8139
R56 0.2564 0.7884
R56 0.1981 0.9293
R57 0.0064 0.5671
R57 0.0087 0.5019
R57 0.0422 0.3843
R57 0.0869 0.2034
R57 0.1068 0.0747
R57 0.1109 0.0282
R58 0.1866 0.9224
R58 0.2087 0.8884
R58 0.2400 0.8333
R58 0.3642 0.8394
R58 0.4065 0.9214
R58 0.4223 0.9494
R59 0.4227 0.9402
R59 0.4144 0.9002
R59 0.3343 0.8494
R59 0.2667 0.8463
R59 0.1859 0.8888
R59 0.1918 0.9249
R60 0.4258 0.9450
R60 0.4183 0.9137
R60 0.3567 0.8396
R60 0.2526 0.8596
R60 0.2113 0.8891
R60 0.1978 0.9347
R61 0.9259 0.0132
R61 0.9277 0.0186
R61 0.7760 0.2584
R61 0.4343 0.4339
R61 0.2884 0.6667
R61 0.2346 0.8118
R62 0.9237 0.0165
R62 0.8578 0.0130
R62 0.6258 0.2082
R62 0.2810 0.4917
R62 0.1807 0.7399
R62 0.1961 0.9305
R63 0.9148 0.0238
R63 0.8837 0.0642
R63 0.6216 0.2765
R63 0.4069 0.4384
R63 0.2159 0.6961
R63 0.2075 0.8160
R64 0.4929 0.0097
R64 0.3780 0.0423
R64 0.2722 0.2940
R64 0.2056 0.5589
R64 0.1711 0.8836
R64 0.1818 0.9171
R65 0.4850 0.0149
R65 0.3816 0.0897
R65 0.3521 0.2715
R65 0.2525 0.6777
R65 0.2283 0.7566
R65 0.1846 0.9118
R66 0.3952 0.0248
R66 0.3602 0.0213
R66 0.2480 0.1590
R66 0.2348 0.3862
R66 0.1452 0.6536
R66 0.1252 0.6506
R67 0.4825 -0.0002
R67 0.4248 0.0510
R67 0.3330 0.2340
R67 0.2532 0.6714
R67 0.1888 0.8240
R67 0.1856 0.9150
R68 0.4717 0.0102
R68 0.3990 0.0553
R68 0.2646 0.2701
R68 0.2124 0.5686
R68 0.1765 0.8351
R68 0.1839 0.9135
R69 0.9840 0.3922
R69 0.9739 0.4266
R69 0.9698 0.6689
R69 0.9697 0.7120
R69 0.9700 0.8699
R69 0.9516 0.9346
R70 0.2000 0.9369
R70 0.2200 0.8170
R70 0.3217 0.6965
R70 0.4630 0.2594
R70 0.4307 0.1454
R70 0.4691 0.0411
R71 0.2038 0.9233
R71 0.2085 0.8590
R71 0.3537 0.5956
R71 0.4615 0.3039
R71 0.4356 0.0487
R71 0.4782 0.0222
R72 0.9349 0.0156
R72 0.8642 0.0318
R72 0.6381 0.0979
R72 0.5512 0.1585
R72 0.4157 0.1072
R72 0.3909 0.0077
R73 0.4431 0.0520
R73 0.4099 0.0796
R73 0.2891 0.4196
R73 0.2370 0.7063
R73 0.1780 0.9118
R73 0.1840 0.9240
R74 0.9543 0.9455
R74 0.9156 0.8003
R74 0.7372 0.5439
R74 0.6020 0.4252
R74 0.3390 0.1068
R74 0.3184 0.0635
R75 0.2979 0.0241
R75 0.3089 0.0610
R75 0.5653 0.2020
R75 0.6773 0.2202
R75 0.9715 0.3222
R75 0.9895 0.3415
R76 0.1696 0.9049
R76 0.2109 0.7653
R76 0.4795 0.7665
R76 0.7242 0.2233
R76 0.9133 -0.0261
R76 0.9467 0.0305
R77 0.1838 0.9498
R77 0.1774 0.8382
R77 0.5683 0.6257
R77 0.6845 0.1993
R77 0.8925 -0.0294
R77 0.9577 0.0313
R78 0.4867 0.0158
R78 0.4287 0.0115
R78 0.3559 0.2484
R78 0.3126 0.6645
R78 0.2070 0.8032
R78 0.1905 0.9342
R79 0.4690 0.0087
R79 0.4265 0.0313
R79 0.3286 0.1173
R79 0.2299 0.6676
R79 0.1723 0.8978
R79 0.2004 0.9129
R80 0.1870 0.8853
R80 0.2081 0.8441
R80 0.2769 0.7346
R80 0.1826 0.2810
R80 0.1605 0.1638
R80 0.1148 -0.0285
R81 0.4855 0.0265
R81 0.3995 0.0186
R81 0.3714 0.2531
R81 0.2276 0.5326
R81 0.2976 0.9519
R81 0.2043 0.9071
R82 0.4506 0.0376
R82 0.4215 -0.0286
R82 0.3125 0.3672
R82 0.3023 0.7344
R82 0.2217 0.8247
R82 0.1993 0.9047
R83 0.1885 0.9294
R83 0.1862 0.7434
R83 0.3580 0.5461
R83 0.7492 0.1279
R83 0.8113 0.0437
R83 0.9513 0.0019
R84 0.1960 0.8933
R84 0.2001 0.8692
R84 0.2465 0.5373
R84 0.2250 0.3465
R84 0.2616 0.0743
R84 0.2679 0.0259
R85 0.9932 0.0392
R85 0.9606 0.1612
R85 0.8101 0.3127
R85 0.3675 0.6638
R85 0.2859 0.7838
R85 0.1948 0.9238
R86 0.9318 0.0595
R86 0.9288 0.1499
R86 0.6380 0.3453
R86 0.3021 0.6174
R86 0.1754 0.7838
R86 0.1724 0.9412
R87 0.9202 0.0454
R87 0.8567 0.1601
R87 0.6633 0.2632
R87 0.3663 0.5358
R87 0.1763 0.7847
R87 0.1828 0.9190
R88 0.2994 0.0065
R88 0.3517 0.0792
R88 0.4941 0.1933
R88 0.7433 0.2378
R88 0.8806 0.1300
R88 0.9605 0.1016
R89 0.3837 0.9216
R89 0.3884 0.9491
R89 0.4125 0.6116
R89 0.4172 0.3907
R89 0.4330 0.0983
R89 0.4687 0.0100
R90 0.3981 0.0044
R90 0.4486 0.0752
R90 0.5622 0.1220
R90 0.7806 0.0944
R90 0.8821 0.0759
R90 0.9837 0.0147
R91 0.3951 0.0110
R91 0.4335 0.0748
R91 0.5388 0.1394
R91 0.7582 0.1250
R91 0.8475 0.0215
R91 0.8549 0.0112
R92 0.3524 0.9268
R92 0.3181 0.9120
R92 0.4446 0.6064
R92 0.5658 0.2110
R92 0.8188 0.1128
R92 0.7901 0.0143
R93 0.7467 0.0050
R93 0.7033 0.1737
R93 0.7090 0.4826
R93 0.4310 0.6011
R93 0.3434 0.8023
R93 0.3492 0.9190
R94 0.3222 0.8891
R94 0.2713 0.8343
R94 0.2131 0.6355
R94 0.1253 0.3321
R94 0.0785 0.1168
R94 0.0564 0.0204
R95 0.1431 0.0524
R95 0.1996 0.3058
R95 0.2099 0.3233
R95 0.2337 0.6523
R95 0.1916 0.8921
R95 0.1906 0.9236
R96 0.4805 0.0096
R96 0.3737 0.1047
R96 0.3065 0.3653
R96 0.2267 0.6600
R96 0.1974 0.8194
R96 0.1941 0.9134
R97 0.1906 0.9285
R97 0.2547 0.8054
R97 0.4243 0.5805
R97 0.6929 0.2931
R97 0.8037 0.0715
R97 0.8405 0.0146
R98 0.1982 0.9250
R98 0.2101 0.8261
R98 0.4128 0.5095
R98 0.6265 0.3096
R98 0.8106 0.1064
R98 0.8074 0.0875
R99 0.1982 0.9247
R99 0.2106 0.8244
R99 0.4188 0.5003
R99 0.6348 0.3043
R99 0.8217 0.0895
R99 0.8172 0.0855
R100 0.4858 0.0185
R100 0.4174 0.0488
R100 0.2807 0.1905
R100 0.1901 0.5892
R100 0.2054 0.7973
R100 0.1923 0.9192
R101 0.1981 0.9228
R101 0.2065 0.8781
R101 0.2923 0.8594
R101 0.3677 0.8969
R101 0.4110 0.8972
R101 0.4310 0.9457
R102 0.9097 0.0483
R102 0.8370 0.0869
R102 0.6847 0.2528
R102 0.5103 0.5313
R102 0.3128 0.9358
R102 0.3601 0.8951
R103 0.3541 0.8784
R103 0.3728 0.8301
R103 0.5403 0.4905
R103 0.6217 0.2409
R103 0.4306 0.0942
R103 0.4860 0.0171
R104 0.7688 0.0122
R104 0.7914 0.0115
R104 0.8309 0.0292
R104 0.9146 0.0243
R104 0.9832 0.0251
R104 0.9872 0.0329
R105 0.2123 0.8863
R105 0.2053 0.8960
R105 0.2963 0.8087
R105 0.5951 0.4449
R105 0.7307 0.1598
R105 0.7324 0.0196
R106 0.2143 0.8716
R106 0.2629 0.8291
R106 0.4355 0.4370
R106 0.6421 0.3797
R106 0.7365 0.1245
R106 0.7311 0.0183
R107 0.4724 0.0256
R107 0.4075 -0.0259
R107 0.2577 0.2452
R107 0.1625 0.5358
R107 0.1931 0.8489
R107 0.1765 0.9246
R108 0.3826 0.0933
R108 0.3263 0.0929
R108 0.1862 0.4818
R108 0.2050 0.5278
R108 0.1638 0.9340
R108 0.1928 0.9220
R109 0.5014 0.0084
R109 0.3348 0.0696
R109 0.5115 0.1305
R109 0.5790 0.1070
R109 0.7649 0.1030
R109 0.7981 0.0744
R110 0.4310 0.0789
R110 0.4194 -0.0077
R110 0.2912 0.3852
R110 0.2720 0.4731
R110 0.2129 0.8251
R110 0.1891 0.9496
R111 0.4792 0.0095
R111 0.4467 0.0834
R111 0.5747 0.1889
R111 0.7259 0.1175
R111 0.9704 0.0579
R111 0.9812 0.0450
R112 0.1918 0.9140
R112 0.2115 0.7764
R112 0.2176 0.6172
R112 0.2830 0.2234
R112 0.3870 0.0904
R112 0.4856 0.0042
R113 0.4838 0.0168
R113 0.3807 0.0726
R113 0.3127 0.2832
R113 0.2500 0.6329
R113 0.2167 0.8530
R113 0.1978 0.9106
R114 0.1914 0.9336
R114 0.2297 0.8212
R114 0.2674 0.5963
R114 0.3471 0.3340
R114 0.4390 0.0291
R114 0.4711 0.0225
R115 0.4798 0.0282
R115 0.3978 0.0948
R115 0.3965 0.2847
R115 0.2752 0.5317
R115 0.2190 0.8484
R115 0.1862 0.9444
R116 0.7445 -0.0080
R116 0.6926 0.1598
R116 0.5826 0.3177
R116 0.3517 0.6705
R116 0.2299 0.7697
R116 0.1842 0.9395
R117 0.9637 0.1342
R117 0.9504 0.1517
R117 0.7967 0.3978
R117 0.5710 0.6823
R117 0.4368 0.8284
R117 0.4345 0.9464
R118 0.2027 0.8998
R118 0.2300 0.7444
R118 0.3030 0.5963
R118 0.3429 0.2164
R118 0.4098 -0.0085
R118 0.4746 0.0225
R119 0.3898 0.0884
R119 0.3873 0.0881
R119 0.2878 0.5016
R119 0.2736 0.6322
R119 0.1733 0.9785
R119 0.2025 0.9183
R120 0.1939 0.9013
R120 0.1716 0.8491
R120 0.4260 0.7434
R120 0.7811 0.7618
R120 0.8038 0.7948
R120 0.9652 0.9317
R121 0.4254 0.8773
R121 0.4177 0.7529
R121 0.4295 0.6401
R121 0.4489 0.2773
R121 0.4054 0.0474
R121 0.4829 0.0224
R122 0.4679 0.0080
R122 0.4728 0.0865
R122 0.6108 0.1998
R122 0.8927 -0.0611
R122 0.9010 0.0554
R122 0.8810 0.0076
R123 0.4688 0.0077
R123 0.4695 0.0877
R123 0.6171 0.1977
R123 0.8828 -0.0582
R123 0.9190 0.0523
R123 0.8091 0.0031
R124 0.7623 0.0072
R124 0.7799 0.0271
R124 0.8315 0.1164
R124 0.9106 0.0851
R124 0.9445 0.0804
R124 0.9897 0.0674
R125 0.7921 0.0075
R125 0.7265 0.0196
R125 0.8048 0.0891
R125 0.9119 0.0523
R125 0.9483 0.0332
R125 0.9856 0.0579
R126 0.4794 0.0346
R126 0.3869 -0.0063
R126 0.2616 0.3208
R126 0.2092 0.6118
R126 0.1722 0.8337
R126 0.1777 0.9208
R127 0.4169 0.0856
R127 0.3813 0.1566
R127 0.2748 0.4277
R127 0.2503 0.6630
R127 0.1996 0.8664
R127 0.2099 0.8787
R128 0.4751 0.0784
R128 0.3997 -0.0831
R128 0.2455 0.1734
R128 0.2555 0.6186
R128 0.2446 0.7399
R128 0.1839 0.9533
R129 0.4929 0.0228
R129 0.3309 0.0873
R129 0.2474 0.1140
R129 0.1830 0.6124
R129 0.1878 0.7965
R129 0.1721 0.9276
R130 0.4733 0.0814
R130 0.4069 -0.0902
R130 0.2405 0.1811
R130 0.2668 0.5694
R130 0.2225 0.7913
R130 0.1850 0.9571
R131 0.2033 0.9369
R131 0.2150 0.7876
R131 0.2405 0.7290
R131 0.3754 0.2543
R131 0.4042 0.2343
R131 0.4676 0.0147
R132 0.2154 -0.0014
R132 0.3175 0.1241
R132 0.4205 0.1582
R132 0.7049 0.1976
R132 0.8489 -0.0163
R132 0.8541 0.0621
R133 0.1819 0.9384
R133 0.2176 0.7605
R133 0.2208 0.6193
R133 0.3404 0.2156
R133 0.3998 0.1426
R133 0.4639 0.0096
R134 0.1844 0.0073
R134 0.2152 0.1322
R134 0.3659 0.1809
R134 0.5763 0.3212
R134 0.7343 0.1353
R134 0.7384 0.0194
R135 0.1846 0.9287
R135 0.2534 0.7703
R135 0.3598 0.5637
R135 0.6249 0.3264
R135 0.8327 0.0266
R135 0.8176 0.0018
R136 0.1983 0.9215
R136 0.2153 0.8686
R136 0.2681 0.6747
R136 0.3227 0.3365
R136 0.4288 0.0866
R136 0.4742 0.0268
R137 0.3878 0.0071
R137 0.3434 0.0235
R137 0.2037 0.0256
R137 0.1401 0.4727
R137 0.0868 0.5909
R137 0.1338 0.6833
R138 0.1966 0.9305
R138 0.1996 0.7817
R138 0.2137 0.6448
R138 0.2908 0.2197
R138 0.3963 0.0896
R138 0.4636 0.0041
R139 0.1858 0.9165
R139 0.1777 0.8559
R139 0.1708 0.5702
R139 0.2542 0.2170
R139 0.3654 0.0323
R139 0.4764 0.0191
R140 0.1989 0.9197
R140 0.2323 0.8299
R140 0.2297 0.5738
R140 0.3683 0.2542
R140 0.4476 0.1029
R140 0.4786 0.0219
R141 0.3875 -0.0009
R141 0.3228 0.0809
R141 0.3401 0.3477
R141 0.2477 0.6810
R141 0.1887 0.8803
R141 0.1768 0.9289
R142 0.1866 0.9417
R142 0.2481 0.7906
R142 0.4304 0.4791
R142 0.6999 0.2025
R142 0.8961 -0.0362
R142 0.9225 0.0275
R143 0.1844 0.9458
R143 0.2599 0.7649
R143 0.4406 0.4708
R143 0.7610 0.1245
R143 0.9228 -0.0433
R143 0.9831 0.0285
R144 0.8770 0.0500
R144 0.8238 0.0675
R144 0.7326 0.1489
R144 0.5459 0.1197
R144 0.4344 0.0691
R144 0.4148 0.0126
R145 0.7333 0.0603
R145 0.6901 0.1378
R145 0.5623 0.3830
R145 0.3171 0.6246
R145 0.2005 0.7714
R145 0.1809 0.9304
R146 0.4517 0.0247
R146 0.3973 0.1008
R146 0.3065 0.3497
R146 0.2167 0.6577
R146 0.1918 0.7945
R146 0.1738 0.9291
R147 0.1840 0.7841
R147 0.2171 0.7031
R147 0.2456 0.3813
R147 0.6235 0.3106
R147 0.6126 0.1707
R147 0.4488 0.0444
R148 0.0829 0.0146
R148 0.0830 0.0971
R148 0.1806 0.3512
R148 0.2146 0.7018
R148 0.1939 0.8480
R148 0.1970 0.9289
R149 0.4768 0.0108
R149 0.3893 0.0605
R149 0.3557 0.2403
R149 0.2626 0.5774
R149 0.2323 0.7051
R149 0.1810 0.9222
R150 0.4178 0.9591
R150 0.4666 0.8005
R150 0.5494 0.7704
R150 0.7772 0.7787
R150 0.9001 0.8536
R150 0.9404 0.9117
R151 0.1973 0.9147
R151 0.1919 0.8808
R151 0.4065 0.5235
R151 0.7632 0.1144
R151 0.8101 -0.0597
R151 0.8807 0.0360
R152 0.4846 0.0026
R152 0.3771 0.1218
R152 0.3207 0.2679
R152 0.1975 0.6775
R152 0.1975 0.8287
R152 0.1817 0.9420
R153 0.4290 0.9263
R153 0.4107 0.8947
R153 0.4021 0.7610
R153 0.2150 0.6318
R153 0.1864 0.6809
R153 0.0762 0.6231
R154 0.9302 0.9059
R154 0.9250 0.8617
R154 0.7354 0.8676
R154 0.6053 0.8335
R154 0.4223 0.8479
R154 0.4265 0.9463
R155 0.1293 0.6286
R155 0.1717 0.6508
R155 0.2619 0.6926
R155 0.3789 0.8237
R155 0.4032 0.8687
R155 0.4198 0.9429
R156 0.4663 0.0233
R156 0.4342 0.0972
R156 0.6237 0.1229
R156 0.7290 0.0967
R156 0.8798 0.0316
R156 0.9910 0.0207
R157 0.7378 -0.0109
R157 0.7289 0.1148
R157 0.5401 0.3294
R157 0.3049 0.5897
R157 0.2255 0.8304
R157 0.1930 0.9339
R158 0.4224 0.0650
R158 0.4145 -0.0022
R158 0.2658 0.3138
R158 0.2314 0.5862
R158 0.1734 0.8397
R158 0.1909 0.9391
R159 0.1927 0.9488
R159 0.2436 0.8128
R159 0.3167 0.5655
R159 0.3563 0.4035
R159 0.4514 0.0269
R159 0.4725 0.0375
R160 0.1976 0.9189
R160 0.1604 0.7863
R160 0.3452 0.5378
R160 0.6505 0.2478
R160 0.8448 0.0255
R160 0.7659 0.0009
R161 0.4583 0.0244
R161 0.3985 0.0920
R161 0.3354 0.2131
R161 0.2215 0.5478
R161 0.1642 0.8834
R161 0.1832 0.9055
R162 0.1993 0.9221
R162 0.2281 0.8584
R162 0.3657 0.6629
R162 0.5746 0.3432
R162 0.7232 0.1116
R162 0.7392 0.0074
R163 0.2336 0.8794
R163 0.1637 0.7631
R163 0.7554 0.3027
R163 0.8343 -0.1174
R163 0.6416 0.3198
R163 1.0455 -0.0702
R164 0.4348 0.9474
R164 0.4008 0.9192
R164 0.3845 0.8672
R164 0.2812 0.8495
R164 0.1717 0.9093
R164 0.1876 0.9291
R165 0.2020 0.9141
R165 0.2241 0.7823
R165 0.4616 0.5638
R165 0.6642 0.2651
R165 0.7900 0.0852
R165 0.8455 -0.0060
R166 0.7463 0.0174
R166 0.7579 0.0298
R166 0.8325 0.0945
R166 0.9008 0.0928
R166 0.9727 0.0635
R166 0.9862 0.0664
R167 0.7568 0.0110
R167 0.8350 0.1412
R167 0.8304 0.0645
R167 0.9232 0.1044
R167 0.9703 0.0563
R167 0.9870 0.0674
R168 0.4751 0.0063
R168 0.4094 0.0323
R168 0.3209 0.2570
R168 0.2005 0.5596
R168 0.1457 0.8032
R168 0.1950 0.9192
R169 0.4823 0.0104
R169 0.4105 0.1117
R169 0.3532 0.3502
R169 0.2442 0.6432
R169 0.2146 0.8622
R169 0.1754 0.9341
R170 0.9637 0.9409
R170 0.9168 0.7818
R170 0.8059 0.5769
R170 0.5057 0.2919
R170 0.2876 0.1214
R170 0.2506 0.0120
R171 0.4675 -0.0041
R171 0.4296 0.1190
R171 0.3836 0.3279
R171 0.2309 0.6486
R171 0.2005 0.7959
R171 0.1812 0.9137
R172 0.4781 0.0059
R172 0.4421 0.1365
R172 0.3708 0.3034
R172 0.2673 0.6538
R172 0.2108 0.8934
R172 0.1752 0.9261
R173 0.4937 0.0330
R173 0.4139 -0.0300
R173 0.3684 0.2633
R173 0.2469 0.6322
R173 0.1584 0.8070
R173 0.1870 0.9305
R174 0.4802 -0.0004
R174 0.3976 0.0821
R174 0.3354 0.2808
R174 0.2964 0.7397
R174 0.1463 0.7967
R174 0.1876 0.9315
R175 0.4804 0.0076
R175 0.4239 0.0904
R175 0.5265 0.1720
R175 0.8081 0.1290
R175 0.9295 0.0398
R175 0.9828 0.0330
R176 0.2072 0.8570
R176 0.1937 0.8692
R176 0.2633 0.5104
R176 0.3315 0.2899
R176 0.3980 0.0977
R176 0.4604 0.0248
R177 0.9650 0.9446
R177 1.0018 0.7896
R177 0.8179 0.5820
R177 0.5804 0.2961
R177 0.5033 0.1105
R177 0.4516 0.0233
R178 0.4182 0.0052
R178 0.4934 0.0885
R178 0.6152 0.2814
R178 0.7634 0.5410
R178 0.9501 0.8217
R178 0.9530 0.9291
R179 0.7873 0.0271
R179 0.7992 0.0286
R179 0.8483 0.0421
R179 0.9290 0.0456
R179 0.9584 0.0352
R179 0.9800 0.0420
